actual_label,torch_model_prediction,ZKML_preredicted_label,proof,verification,proof_generation_time,proof_verification_time,total_execution_time,witness_generation_time,torch_model_predict_time
8,8,8,True,True,47.945250272750854,0.7798490524291992,48.999430418014526,0.2578694820404053,0.011635303497314453
5,5,5,True,True,49.31795954704285,0.6808493137359619,50.37329459190369,0.3526926040649414,0.004621744155883789
8,8,8,True,True,52.88210916519165,0.7242043018341064,53.89984345436096,0.25629711151123047,0.007428884506225586
4,4,4,True,True,49.167314529418945,0.7595329284667969,50.22400426864624,0.267437219619751,0.0147705078125
0,0,0,True,True,50.951616048812866,0.8890905380249023,52.135000467300415,0.2736091613769531,0.016353607177734375
4,4,4,True,True,48.39485311508179,0.6746792793273926,49.46599578857422,0.3766317367553711,0.01198434829711914
5,5,5,True,True,49.2410614490509,0.5832407474517822,50.16412544250488,0.2911949157714844,0.03376507759094238
8,8,8,True,True,48.30129289627075,0.577674150466919,49.20141935348511,0.28574299812316895,0.01238250732421875
0,0,0,True,True,50.160656213760376,0.8031437397003174,51.3984010219574,0.3896012306213379,0.013400077819824219
4,4,4,True,True,50.222917795181274,0.8764119148254395,51.43736553192139,0.2991652488708496,0.007219552993774414
4,4,4,True,True,49.79922604560852,0.6533644199371338,50.92417240142822,0.44288206100463867,0.01188039779663086
2,2,7,True,True,50.67058849334717,0.5765197277069092,51.540929555892944,0.26280856132507324,0.009444713592529297
5,5,5,True,True,50.23261642456055,0.626727819442749,51.136996269226074,0.2493453025817871,0.008389472961425781
4,4,4,True,True,52.036691665649414,0.8132607936859131,53.20251512527466,0.3204500675201416,0.008243322372436523
4,4,4,True,True,52.38645839691162,0.93617844581604,53.711780309677124,0.35101866722106934,0.012907266616821289
7,7,7,True,True,48.697672843933105,0.5811145305633545,49.79377627372742,0.47112584114074707,0.01706981658935547
1,1,1,True,True,61.840320348739624,1.0395281314849854,63.46069645881653,0.5129683017730713,0.012000083923339844
3,3,3,True,True,76.34622144699097,0.9386107921600342,77.62576746940613,0.3096163272857666,0.014143228530883789
7,7,7,True,True,66.68816423416138,2.5797455310821533,69.86401057243347,0.5031099319458008,0.018547534942626953
6,6,6,True,True,95.23430562019348,1.9539318084716797,97.79924774169922,0.5352222919464111,0.015848159790039062
9,9,9,True,True,54.883179903030396,0.6256222724914551,56.408203125,0.7771751880645752,0.017860889434814453
9,9,9,True,True,56.793461084365845,0.6695055961608887,57.88160681724548,0.3922460079193115,0.006959199905395508
6,6,6,True,True,55.5187201499939,0.6184680461883545,56.56846785545349,0.39109134674072266,0.004408121109008789
1,1,1,True,True,68.49714398384094,1.1413931846618652,69.9260642528534,0.25708699226379395,0.006943464279174805
0,0,0,True,True,64.11304759979248,0.8177156448364258,65.53001809120178,0.5654149055480957,0.007490873336791992
5,5,5,True,True,55.47391319274902,0.9971563816070557,57.286373138427734,0.742579460144043,0.0522000789642334
3,3,3,True,True,52.33840894699097,0.6239604949951172,53.55572748184204,0.5566961765289307,0.015610694885253906
4,4,4,True,True,49.30306029319763,0.9464187622070312,50.59392952919006,0.3078348636627197,0.006976604461669922
0,0,0,True,True,77.22086191177368,1.116687536239624,78.93503189086914,0.48223280906677246,0.013623476028442383
2,2,2,True,True,59.98134732246399,0.9317235946655273,61.88740515708923,0.9037952423095703,0.022377729415893555
9,9,9,True,True,52.64072632789612,1.4436588287353516,54.55377173423767,0.44408416748046875,0.015139102935791016
4,4,4,True,True,61.60353994369507,0.8111615180969238,62.926040172576904,0.4788792133331299,0.015241384506225586
5,5,5,True,True,53.76937532424927,0.6057443618774414,54.888323068618774,0.46732258796691895,0.010915756225585938
7,7,7,True,True,68.97065758705139,0.9781033992767334,70.24594902992249,0.2784688472747803,0.023580551147460938
1,1,1,True,True,67.19036364555359,0.8179445266723633,68.40458059310913,0.3766789436340332,0.0345461368560791
1,1,1,True,True,93.82747220993042,0.9653308391571045,95.29038715362549,0.45566344261169434,0.047632694244384766
3,3,3,True,True,69.2870261669159,1.8728036880493164,72.00732159614563,0.8134162425994873,0.051941633224487305
6,6,6,True,True,65.39182329177856,1.1747581958770752,67.2745041847229,0.6846022605895996,0.016001224517822266
2,2,2,True,True,71.95499396324158,0.7826435565948486,73.18706321716309,0.42589902877807617,0.03725624084472656
2,2,2,True,True,64.8873062133789,1.3163442611694336,66.63400077819824,0.40166687965393066,0.03514885902404785
8,8,8,True,True,62.834895610809326,0.8036799430847168,64.23061633110046,0.5478711128234863,0.010852575302124023
2,2,2,True,True,64.97597360610962,0.8009786605834961,66.51104927062988,0.6552925109863281,0.023766040802001953
3,3,3,True,True,67.4903039932251,0.941443681716919,68.76668429374695,0.30922460556030273,0.03157949447631836
7,7,7,True,True,68.49855589866638,1.0130622386932373,69.93907475471497,0.4047417640686035,0.040573835372924805
5,5,5,True,True,71.22514963150024,0.963707447052002,72.76901912689209,0.5531079769134521,0.009628534317016602
4,4,4,True,True,93.17124104499817,2.4991230964660645,96.45527791976929,0.7288262844085693,0.023852109909057617
8,8,8,True,True,94.96224284172058,0.8116285800933838,96.9768636226654,1.1321814060211182,0.13029170036315918
4,4,4,True,True,82.62833142280579,0.7179114818572998,83.70786786079407,0.3382418155670166,0.014950990676879883
9,9,9,True,True,69.12235951423645,0.7607758045196533,70.4524598121643,0.5446796417236328,0.01874709129333496
0,0,0,True,True,72.04920697212219,1.3830511569976807,73.86697030067444,0.41323423385620117,0.020622730255126953
6,6,6,True,True,75.74112915992737,0.9860048294067383,77.42766523361206,0.6443569660186768,0.019633054733276367
3,3,3,True,True,67.76709985733032,1.05582857131958,69.252206325531,0.40021276473999023,0.021866321563720703
7,7,7,True,True,71.35710501670837,1.108140468597412,73.13395428657532,0.6257917881011963,0.026320934295654297
8,8,8,True,True,90.35314464569092,0.8179676532745361,91.71608519554138,0.514641523361206,0.050425052642822266
4,4,4,True,True,60.35806202888489,1.1169369220733643,61.84796380996704,0.34610629081726074,0.041678428649902344
8,8,8,True,True,71.95639681816101,0.9752840995788574,73.30069971084595,0.34696245193481445,0.01057744026184082
5,3,3,True,True,77.58510708808899,0.7732164859771729,78.94592523574829,0.5612199306488037,0.010980606079101562
7,7,7,True,True,77.91043066978455,0.7517597675323486,79.38459539413452,0.6850345134735107,0.03609895706176758
0,0,0,True,True,77.46661448478699,1.022825002670288,79.0936348438263,0.5472004413604736,0.022340059280395508
8,8,2,True,True,56.90490174293518,1.538813829421997,59.13495659828186,0.5955116748809814,0.009308576583862305
2,2,2,True,True,59.47392463684082,0.9289722442626953,60.79144811630249,0.36785316467285156,0.011279106140136719
0,0,0,True,True,59.72665333747864,0.7096900939941406,60.87717843055725,0.41043686866760254,0.026281356811523438
8,8,8,True,True,60.27084755897522,0.8850929737091064,61.48808455467224,0.30506157875061035,0.011487960815429688
2,2,2,True,True,59.23481845855713,1.2580468654632568,60.839250564575195,0.3275136947631836,0.03177213668823242
5,5,5,True,True,56.85646152496338,0.6325616836547852,57.96357440948486,0.44170045852661133,0.011876106262207031
1,1,1,True,True,58.7120144367218,0.7388763427734375,59.95846223831177,0.4811882972717285,0.011245965957641602
8,8,8,True,True,61.26712465286255,0.7754795551300049,62.90627431869507,0.7871716022491455,0.010405302047729492
4,4,4,True,True,59.38767457008362,0.8586909770965576,60.830241680145264,0.5400612354278564,0.008747100830078125
2,2,2,True,True,59.25956583023071,0.9998812675476074,60.60101890563965,0.3160429000854492,0.0068171024322509766
7,7,7,True,True,63.80097723007202,0.9330434799194336,65.28024387359619,0.5100541114807129,0.01160740852355957
6,6,6,True,True,66.08094620704651,1.5698316097259521,68.06252980232239,0.38757753372192383,0.015295267105102539
5,5,5,True,True,69.74761152267456,0.6671931743621826,70.99125599861145,0.5326719284057617,0.021161317825317383
2,2,2,True,True,58.611844539642334,0.8316421508789062,60.00235891342163,0.5324099063873291,0.005661487579345703
7,7,7,True,True,57.786558389663696,0.7503266334533691,58.920228242874146,0.36449527740478516,0.012419462203979492
9,9,9,True,True,49.615819692611694,0.6706583499908447,50.56665372848511,0.2579038143157959,0.010230779647827148
9,9,9,True,True,47.3268883228302,0.5803189277648926,48.27625751495361,0.33848023414611816,0.01867842674255371
7,7,7,True,True,48.383177518844604,0.6304035186767578,49.531567096710205,0.48206496238708496,0.008824825286865234
7,7,7,True,True,48.07973599433899,0.7120561599731445,49.047895669937134,0.23777985572814941,0.005991935729980469
0,0,0,True,True,50.03602385520935,0.5838713645935059,50.975937604904175,0.3413074016571045,0.005007743835449219
2,2,2,True,True,48.01347756385803,0.8145027160644531,49.077521324157715,0.23457789421081543,0.01141977310180664
5,5,5,True,True,46.97716164588928,0.8735508918762207,48.151724338531494,0.285830020904541,0.007941722869873047
0,0,0,True,True,46.02010178565979,0.7365751266479492,47.029295682907104,0.2564425468444824,0.011599540710449219
8,7,7,True,True,46.15695762634277,0.7405695915222168,47.1818790435791,0.2682077884674072,0.00791168212890625
3,3,3,True,True,50.53512668609619,0.7103927135467529,51.4782075881958,0.21856427192687988,0.008460760116577148
1,1,1,True,True,50.737693786621094,0.7392008304595947,51.73467993736267,0.24263691902160645,0.007375955581665039
0,0,0,True,True,52.37143564224243,0.7014062404632568,53.37500214576721,0.28201866149902344,0.008506059646606445
1,1,1,True,True,62.451650857925415,0.6246252059936523,63.33875918388367,0.24628138542175293,0.010014057159423828
0,0,0,True,True,55.608272552490234,0.7083110809326172,56.57316851615906,0.24094319343566895,0.008578777313232422
4,4,4,True,True,56.38351225852966,0.7516365051269531,57.504831075668335,0.3504002094268799,0.008114814758300781
3,3,3,True,True,49.55126166343689,0.5473213195800781,50.347445249557495,0.23298001289367676,0.005420207977294922
4,4,5,True,True,51.279704093933105,0.6461470127105713,52.34682631492615,0.3897068500518799,0.005701303482055664
5,5,5,True,True,66.12559032440186,0.6181666851043701,67.29437160491943,0.5318496227264404,0.008402824401855469
7,7,7,True,True,54.98258376121521,1.1217968463897705,56.442100524902344,0.32029104232788086,0.014401674270629883
7,7,7,True,True,89.054771900177,1.1398544311523438,90.47587966918945,0.2624688148498535,0.008575916290283203
5,5,5,True,True,61.566598653793335,1.2811081409454346,63.871371030807495,0.9391350746154785,0.007048606872558594
8,8,8,True,True,52.07850170135498,1.1170928478240967,53.74924969673157,0.5310771465301514,0.00568079948425293
4,4,4,True,True,49.36067247390747,0.8413934707641602,50.5067241191864,0.2888309955596924,0.0081634521484375
9,9,1,True,True,48.465580224990845,0.5766191482543945,49.306455850601196,0.24783015251159668,0.006038665771484375
8,8,3,True,True,52.866135120391846,0.7425363063812256,53.86687779426575,0.24201011657714844,0.00550389289855957
1,1,1,True,True,46.95761704444885,0.9098339080810547,48.155476808547974,0.26238083839416504,0.007951021194458008
3,3,3,True,True,47.44259309768677,0.7005693912506104,48.44472694396973,0.27623629570007324,0.006274700164794922
6,6,6,True,True,48.286587953567505,0.580127477645874,49.141165018081665,0.2463679313659668,0.006646156311035156
1,1,1,True,True,48.11348557472229,0.6554992198944092,49.03644418716431,0.24498653411865234,0.009679317474365234
0,0,0,True,True,49.2700982093811,0.5687220096588135,50.18327307701111,0.326984167098999,0.01029062271118164
3,3,3,True,True,48.45801401138306,0.7259519100189209,49.45195460319519,0.24611687660217285,0.005188703536987305
0,0,0,True,True,50.42043733596802,0.5895342826843262,51.28556966781616,0.25889158248901367,0.01311349868774414
9,9,9,True,True,47.01053500175476,0.800818920135498,48.08715033531189,0.25573110580444336,0.0071544647216796875
1,1,1,True,True,48.53336954116821,0.542917013168335,49.3572154045105,0.2638709545135498,0.012882232666015625
1,1,1,True,True,46.11263418197632,0.5849456787109375,47.15118956565857,0.42571496963500977,0.0140533447265625
5,5,5,True,True,46.594517946243286,0.6763410568237305,47.53233861923218,0.24491643905639648,0.00621485710144043
0,0,0,True,True,47.4155068397522,0.5945467948913574,48.29043436050415,0.25420284271240234,0.00782322883605957
6,6,6,True,True,49.31926965713501,1.0271646976470947,50.61576867103577,0.24343442916870117,0.006267070770263672
5,5,5,True,True,46.10917258262634,0.5499553680419922,46.923765420913696,0.2489938735961914,0.009617328643798828
3,3,1,True,True,45.45917463302612,0.969576358795166,46.7400119304657,0.2851986885070801,0.0026335716247558594
5,5,5,True,True,47.29698586463928,0.7186102867126465,48.30757021903992,0.26933813095092773,0.015622854232788086
8,8,8,True,True,46.313302755355835,0.7655556201934814,47.37945008277893,0.28438377380371094,0.008666038513183594
7,7,7,True,True,47.48120403289795,0.6584453582763672,48.4904408454895,0.3201744556427002,0.009798288345336914
4,4,4,True,True,47.509485483169556,1.0266001224517822,48.86962008476257,0.2996087074279785,0.016440629959106445
0,0,0,True,True,46.72325420379639,0.6817977428436279,47.721962213516235,0.2897171974182129,0.011942863464355469
4,4,4,True,True,47.201009035110474,0.774456262588501,48.25482511520386,0.2571125030517578,0.006539583206176758
9,9,9,True,True,46.462159872055054,0.5685000419616699,47.310802936553955,0.25128674507141113,0.009442329406738281
1,1,1,True,True,46.94157123565674,0.7723262310028076,48.09494733810425,0.3643038272857666,0.010903358459472656
8,8,8,True,True,46.19909596443176,0.5731496810913086,47.24596405029297,0.45661282539367676,0.010370016098022461
1,1,1,True,True,47.89940786361694,0.5868754386901855,48.775718450546265,0.27188754081726074,0.020045757293701172
7,7,7,True,True,47.269439697265625,0.6021254062652588,48.133302211761475,0.23603224754333496,0.008965015411376953
5,5,5,True,True,47.46732521057129,0.5923480987548828,48.55083966255188,0.4675562381744385,0.009495258331298828
7,7,7,True,True,45.84525799751282,0.7076756954193115,46.843806743621826,0.26824259757995605,0.006175994873046875
3,3,3,True,True,46.921321868896484,0.6662578582763672,47.8577094078064,0.25236034393310547,0.015872478485107422
8,8,8,True,True,47.15810585021973,0.6923794746398926,48.11798596382141,0.24326753616333008,0.006310939788818359
6,6,6,True,True,46.17939281463623,0.7019529342651367,47.23166799545288,0.32111692428588867,0.0149078369140625
1,1,1,True,True,48.41714644432068,0.7883188724517822,49.46363162994385,0.23409581184387207,0.005589008331298828
7,7,7,True,True,46.39145469665527,0.7097809314727783,47.42374563217163,0.2988910675048828,0.009075641632080078
5,5,5,True,True,47.21325755119324,0.7031583786010742,48.3445680141449,0.38339900970458984,0.01060795783996582
1,1,1,True,True,47.260937452316284,0.6930780410766602,48.40760684013367,0.42588257789611816,0.017145633697509766
4,4,4,True,True,47.91975140571594,0.5719475746154785,48.87985110282898,0.37105560302734375,0.009616613388061523
3,3,3,True,True,46.32958960533142,0.7009592056274414,47.300806522369385,0.2517693042755127,0.012078523635864258
1,1,1,True,True,46.96031975746155,0.7409217357635498,47.95898795127869,0.23756003379821777,0.006111860275268555
4,4,4,True,True,47.20535969734192,0.722083568572998,48.19632267951965,0.24590277671813965,0.007931947708129883
1,1,1,True,True,47.74861240386963,0.6451952457427979,48.70461845397949,0.2924375534057617,0.009273767471313477
4,4,4,True,True,47.72763204574585,0.6772744655609131,48.77570366859436,0.34679579734802246,0.015972375869750977
0,0,0,True,True,46.87729358673096,0.8408503532409668,47.992871046066284,0.25143980979919434,0.00542902946472168
9,9,9,True,True,48.83729314804077,0.6009843349456787,49.852879762649536,0.39269232749938965,0.021086692810058594
0,0,0,True,True,49.63317537307739,0.6033177375793457,50.55620288848877,0.28307008743286133,0.008774518966674805
0,0,0,True,True,46.28122067451477,0.6890013217926025,47.33793330192566,0.33355045318603516,0.011215686798095703
6,6,6,True,True,46.23504018783569,0.5656905174255371,47.09088349342346,0.2730696201324463,0.0074615478515625
3,3,3,True,True,47.930957555770874,0.7009735107421875,48.902483224868774,0.2419586181640625,0.011147499084472656
6,5,5,True,True,46.76361799240112,0.5553631782531738,47.5877366065979,0.24527764320373535,0.00845193862915039
2,2,2,True,True,46.46888041496277,0.5531091690063477,47.50435185432434,0.4576537609100342,0.0067331790924072266
7,7,7,True,True,49.209089517593384,0.5795984268188477,50.05528473854065,0.24426889419555664,0.00952458381652832
4,4,4,True,True,46.37322545051575,0.752086877822876,47.46646857261658,0.3197498321533203,0.00499415397644043
6,6,6,True,True,46.2836058139801,0.5633141994476318,47.12845253944397,0.26166725158691406,0.00955510139465332
1,1,1,True,True,47.348758935928345,0.5519077777862549,48.220664739608765,0.29290771484375,0.007166624069213867
1,1,1,True,True,47.33968997001648,0.6718811988830566,48.294764280319214,0.23547673225402832,0.009172677993774414
7,7,7,True,True,46.19425702095032,0.664243221282959,47.12260627746582,0.24136710166931152,0.010510683059692383
6,6,6,True,True,45.911900758743286,0.5284526348114014,46.70912051200867,0.2540934085845947,0.008018732070922852
4,4,4,True,True,47.27570629119873,0.5802328586578369,48.20956993103027,0.33066868782043457,0.010352373123168945
2,2,2,True,True,47.69067406654358,0.5708553791046143,48.521111249923706,0.23782014846801758,0.00555109977722168
9,9,9,True,True,48.719178676605225,1.0730433464050293,50.28891134262085,0.4759066104888916,0.006761074066162109
0,0,0,True,True,46.53009915351868,0.7823946475982666,47.65198349952698,0.30104804039001465,0.007113456726074219
4,4,4,True,True,47.2239465713501,0.5734186172485352,48.059144735336304,0.2344989776611328,0.003749847412109375
4,4,4,True,True,54.590312004089355,0.5832791328430176,55.494996786117554,0.2962684631347656,0.008861541748046875
4,9,9,True,True,47.972010135650635,0.5629980564117432,48.79941916465759,0.2474510669708252,0.005574703216552734
